Posted Date,Letter Issue Date,Company Name,Issuing Office,Subject,Response Letter,Closeout Letter
03/18/2025,03/05/2025,"Mehran Michael Bahrami, M.D.",Center for Drug Evaluation and Research (CDER),Clinical Investigator,,
03/18/2025,03/10/2025,MG Infusions,Center for Biologics Evaluation and Research (CBER),CGMP/Deviations/Biologics License Application (BLA),,
03/18/2025,03/12/2025,CoLabs Intl. Corp,Center for Drug Evaluation and Research (CDER),Unapproved New Drugs/Misbranded,,
03/18/2025,03/14/2025,Advanced Pharmaceutical Technology,Center for Drug Evaluation and Research (CDER),CGMP/Finished Pharmaceutical/Adulterated,,
03/18/2025,02/21/2025,"Red Oak Instruments, LLC",Center for Devices and Radiological Health,Investigational Device Exemptions (IDE)/Premarket Approval Application (PMA) Adulterated Device,,
03/18/2025,03/12/2025,Neva Global Grup Sanayi Ic Ve Dis Ticaret Anonim Sirketi,Center for Drug Evaluation and Research (CDER),CGMP/Finished Pharmaceutical/Adulterated,,
03/18/2025,01/28/2025,Rite-Kem Incorporated,Center for Drug Evaluation and Research (CDER),CGMP/Finished Pharmaceuticals/Adulterated,,
03/18/2025,03/12/2025,Waxhead Sun Defense Company,Center for Drug Evaluation and Research (CDER),OTC/Unapproved New Drug/Misbranded,,
03/18/2025,03/13/2025,smokewonderland.com,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
05/28/2024,05/09/2024,"Biomic Sciences, LLC dba ION Intelligence of Nature",Division of Human and Animal Food Operations East II,CGMP/Finished Pharmaceuticals/Adulterated,,
05/28/2024,04/05/2024,"Safari Stem Cell, LLC",Division of Biological Products Operations II,CGMP/Finished Pharmaceuticals/Adulterated/Unapproved New Drug,,
05/14/2024,03/19/2024,"JX Restaurants, Inc.",Division of Human and Animal Food Operations West II,"CGMP/Food/Prepared, Packed or Held Under Insanitary Conditions/Adulterated/L. monocytogenes",,
06/09/2020,06/03/2020,"Ethnic Specialties, Inc. dba Darbar Foods",Division of West Coast Imports,Foreign Supplier Verification Program (FSVP),,
06/11/2024,06/04/2024,"Fancystage Unipessoal, LDA",Center for Drug Evaluation and Research | CDER,CGMP/Finished Pharmaceuticals/Adulterated/Misbranded,,
06/04/2024,02/07/2024,Trexo Robotics Holdings Inc.,"""OHT5: Office of Neurological and Physical Medicine Devices, Office of Product Evaluation and Quality""","Investigational Device Exemptions (IDE)/Premarket Approval Application (PMA) Adulterated Device, Misbranded",,
06/04/2024,12/26/2023,Techlem Medical Corporation,Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/Adulterated/Misbranded,,
06/04/2024,05/01/2024,"Baja Best Distributing, Inc.",Division of Southwest Imports,Foreign Supplier Verification Program (FSVP),,
05/30/2024,05/30/2024,"Smoke Shop Direct Dist, Inc.",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
06/13/2024,06/12/2024,"Misthub, LLC",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
06/11/2024,05/16/2024,"All Things Bunnies, Inc.",Center for Veterinary Medicine,Unapproved New Animal Drug/Adulterated,,
05/28/2024,05/14/2024,Genpro Imports & Export Inc.,Division of West Coast Imports,Foreign Supplier Verification Program (FSVP),,
01/17/2023,01/10/2023,"HIS Enterprise Inc dba Adam’s Secret USA, LLC",Center for Drug Evaluation and Research | CDER,Finished Pharmaceuticals/Unapproved New Drug/Misbranded,,
01/17/2023,12/13/2022,Optum Infusion Services 308 LLC,Division of Pharmaceutical Quality Operations IV,Compounding Pharmacy/Adulterated Drug Products,,
01/19/2023,01/19/2023,Modfathers Vapor,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
01/19/2023,01/19/2023,Southbound Vapes,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
01/24/2023,08/19/2022,"Cloud Dreams, Inc. dba Rx Vape",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
01/12/2023,01/12/2023,Chevaline Investments dba VaporCore,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
01/12/2023,01/12/2023,Chevaline Investments dba VaporCore,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
01/12/2023,01/12/2023,Tiger Vapes,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
01/31/2023,12/20/2022,"RightEye, LLC",Division of Medical Device and Radiological Health Operations East,Investigational Device Exemptions (IDE)/Premarket Approval Application (PMA) Adulterated Device,,
01/31/2023,01/18/2023,Mohawk Laboratories Division of NCH Corporation,Division of Pharmaceutical Quality Operations II,CGMP/Drug Products/Adulterated,,
01/31/2023,01/30/2023,Fei Fah Medical Manufacturing Pte. Ltd.,Center for Drug Evaluation and Research | CDER,CGMP/Finished Pharmaceuticals/Adulterated,,
01/31/2023,06/01/2022,S&S Quality Wholesale Inc.,Division of Southwest Imports,Foreign Supplier Verification Program (FSVP),,
01/31/2023,01/30/2023,Monkeypox-treatment.com,Center for Drug Evaluation and Research | CDER,Finished Pharmaceuticals/Unapproved New Drug/Misbranded,,
09/13/2022,08/30/2022,Myllan-ORA ehf,Center for Food Safety and Applied Nutrition (CFSAN),Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,,02/22/2023
09/13/2022,09/02/2022,Sanitizer Supply LLC,"Office of Pharmaceutical Quality Operations, Division II",CGMP/Finished Pharmaceuticals/Adulterated,,
09/13/2022,08/18/2022,Countryside Feed LLC,Office of Human and Animal Food West Division II,CGMP/Animal Food/Adulterated,,
09/13/2022,08/19/2022,J Vapes LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
09/13/2022,08/11/2022,Mad Buck Vapes Inc d/b/a Detroit Rock Candy,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
09/13/2022,09/13/2022,Freaz LLC d/b/a Vapor Wize,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
09/13/2022,09/13/2022,U.S. Vapes,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
09/13/2022,09/13/2022,Team MC Inc. d/b/a Community Vapor,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
09/16/2022,09/16/2022,"Billet Box Vapor, LLC",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
09/15/2022,09/15/2022,The Vapor Studio LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
09/15/2022,09/15/2022,Massive Vapor,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
09/13/2022,07/29/2022,Chaur Fong Inc. dba 888 Food Company,Office of Human and Animal Food Operations – West Division 5,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,,
09/20/2022,07/25/2022,Bacocas Enterprises Inc.,Division of West Coast Imports,Foreign Supplier Verification Program (FSVP),,
08/02/2022,08/01/2022,"CVM 3, LLC d/b/a Carolina Vapor Mill",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
08/02/2022,08/01/2022,Ferrum City Liquid,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
08/02/2022,08/01/2022,Steamist Vape Supply,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
08/02/2022,08/01/2022,Electrik Smoke LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
08/02/2022,08/01/2022,Gentleman’s Draw LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
08/02/2022,08/01/2022,"Five Pawns, LLC",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
08/02/2022,08/01/2022,Yogi’s Vape Lounge,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
08/02/2022,08/01/2022,Yogi's Vape,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
08/02/2022,08/01/2022,"CVM 3, LLC d/b/a Carolina Vapor Mill",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
08/02/2022,07/05/2022,Transworld International Trading Corp.,Division of Northeast Imports,Foreign Supplier Verification Program (FSVP),,
08/02/2022,08/01/2022,"Cyberliquids, LLC",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
08/02/2022,08/01/2022,LDSD Vapor LLC d/b/a AtascaVapes,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
08/02/2022,07/27/2022,"Dairy Feeds, Inc.",Division of Human and Animal Food Operations East IV,CGMP/Animal Food/Adulterated,,07/17/2024
08/17/2022,08/17/2022,Meddle Vapes,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
08/18/2022,08/18/2022,"VPR Brands, LP d/b/a Krave Nic",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
08/18/2022,08/18/2022,Prestige Worldwide Worldwide LLC d/b/a Vape 911,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
08/23/2022,08/11/2022,"DNA Distributors, Inc. d/b/a Just Juice",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
08/23/2022,08/16/2022,Tramadol US,Center for Drug Evaluation and Research | CDER,Unlawful Sale of Unapproved and Misbranded Drugs to United States Consumers Over the Internet,,
08/23/2022,08/19/2022,Wadina Distribution Company LLC d/b/a Gost Vapor,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
08/23/2022,08/11/2022,"Top Class Ejuice, Inc. d/b/a The Dollar E-Juice Club",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,09/18/2024
08/23/2022,08/12/2022,BLB7 LLC dba The Vape Mall,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
08/18/2022,08/18/2022,"Rip It Vapors, LLC",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
08/22/2022,08/22/2022,Rock Drummer Vapors LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,09/17/2024
08/23/2022,08/02/2022,"Ridley USA, Inc. dba Hubbard Feeds, Inc.",Office of Human and Animal Foods West Division II,CGMP/Animal Food/Adulterated,,
08/23/2022,08/11/2022,Mom and Pop Vapor Shop,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
08/30/2022,08/15/2022,First Strike Pet Products,Center for Veterinary Medicine,Unapproved New Animal Drug Products,,
08/30/2022,08/17/2022,Gordon Laboratories Inc.,Division of Pharmaceutical Quality Operations IV,Drug Product/Adulterated,,
08/30/2022,08/24/2022,Good Guy Vapes Lab LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
08/30/2022,08/03/2022,USA Medical LLC,Center for Devices and Radiological Health,Investigational Device Exemptions (IDE)/Premarket Approval Application (PMA) Adulterated Device,,02/09/2023
08/24/2022,08/24/2022,"KA Vapes, LLC d/b/a Kickin’ Ash",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
08/30/2022,08/25/2022,Episciences Inc.,Division of Pharmaceutical Quality Operations IV,CGMP/Finished Pharmaceuticals/Adulterated,,
08/30/2022,08/19/2022,Vapor Invasion LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
08/30/2022,08/19/2022,"Green Wave Analytical, LLC",Division of Pharmaceutical Quality Operations IV,CGMP/Finished Pharmaceuticals/Adulterated,,
08/30/2022,08/05/2022,"Nutritional Laboratories International, Inc. DBA Elite One Source Nutritional Services, Inc.",Office of Human and Animal Food Operations – West Division 6,CGMP/Dietary Supplement/Adulterated/Misbranded,,
08/23/2022,08/23/2022,Singing Hawk LLC d/b/a Sin City Vapor,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
08/23/2022,08/23/2022,ADP Marketing LLC d/b/a Vaporistic,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
08/30/2022,08/15/2022,"The Elderberry Fairy & Co., LLC",Office of Human and Animal Food Operations East Division 6,Unapproved New Drugs/Misbranded,,04/28/2023
08/23/2022,08/19/2022,Adrenaline Vapors LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
07/19/2022,06/10/2022,Young Living Essential Oils Corporate,Office of Human and Animal Food Operations – West Division 4,New Drug/Misbranded,,
07/20/2022,07/20/2022,Rockwall Vaporstop LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
07/19/2022,05/12/2022,Genlabs Corporation,Division of Pharmaceutical Quality Operations IV,CGMP/Finished Pharmaceuticals/Adulterated,,
07/26/2022,07/21/2022,Jose Miguel Gutierrez Salas,Center for Drug Evaluation and Research | CDER,Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated/Failure to Register and List,,
07/26/2022,06/30/2022,Bi-Coastal Pharma International,Office of Pharmaceutical Quality Operations Division I,CGMP/Finished Pharmaceuticals/Adulterated,,
07/25/2022,07/25/2022,"Tiger Vapor, LLC",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
07/26/2022,05/26/2022,"Everyday Import & Export, Inc. dba Everyday Group LLC",Division of Northeast Imports,Foreign Supplier Verification Program (FSVP),,
01/21/2020,01/09/2020,Cosmelab Co Ltd,Center for Drug Evaluation and Research | CDER,CGMP/Finished Pharmaceuticals/Adulterated,,
02/26/2021,02/26/2021,"Smooth Vapes, Inc.",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,06/22/2021
08/17/2021,08/10/2021,Utah Cord Bank LLC dba Utah Cell Bank,Office of Biological Products Operations - Division 2,"Deviations/CFR/Regulations for Human Cells, Tissues & Cellular Products (HCT/Ps)",,
06/16/2020,06/05/2020,"StemStix, Inc.",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
04/12/2022,03/14/2022,Ultra Seal Corporation,Office of Pharmaceutical Quality Operations,CGMP/Finished Pharmaceuticals/Adulterated,,09/27/2024
04/12/2022,04/06/2022,www.wellerectile.com,Center for Drug Evaluation and Research | CDER,Unlawful Sale of Unapproved and Misbranded Drugs to United States Consumers Over the Internet,,
04/12/2022,03/18/2022,Public Bru Inc.,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
04/08/2022,04/05/2022,"CofixRx, LLC",Center for Drug Evaluation and Research | CDER,Unapproved New Drug Products Related to Coronavirus Disease 2019 (COVID-19),,
04/07/2022,04/06/2022,"Sensory Cloud, Inc",Center for Drug Evaluation and Research | CDER,Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19),,
04/12/2022,01/28/2022,"TreeHouse Foods, Inc.",Division of Human and Animal Food Operations East II,Low Acid Canned Food Regulation/Adulterated,,03/31/2023
04/12/2022,01/21/2022,Jungle Nation Inc.,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
04/07/2022,04/07/2022,5th & Nine Co. d/b/a 5th & Nine Alternatives Co.,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
04/26/2022,03/01/2022,Clinical Resolution Laboratory Inc.,Division of Pharmaceutical Quality Operations IV,CGMP/Finished Pharmaceuticals/Adulterated,,
04/21/2022,04/21/2022,"Vapor Lounge, LLC",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
04/21/2022,04/19/2022,"Kleenhanz, LLC",Center for Drug Evaluation and Research | CDER,Unapproved Drug Products Related to Coronavirus Disease 2019 (COVID-19),,
04/26/2022,04/19/2022,"Guangzhou Zhongkebaishi Health Industry Co., Ltd.",Center for Drug Evaluation and Research | CDER,Finished Pharmaceuticals/Unapproved New Drug/Misbranded/Adulterated,,
04/19/2022,04/13/2022,"Neoteric Cosmetics, Incorporated/Scott’s Liquid Gold, Inc.",Center for Drug Evaluation and Research | CDER,Finished Pharmaceuticals/Unapproved New Drug/Misbranded,,
04/19/2022,04/13/2022,"Genomma Lab USA, Inc.",Center for Drug Evaluation and Research | CDER,Finished Pharmaceuticals/Unapproved New Drug/Misbranded,,
04/26/2022,04/15/2022,"White Horse Vapor Store, LLC",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
04/19/2022,04/15/2022,Downtown Vapes LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
04/26/2022,04/22/2022,Vape Junkie EJuice,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
04/19/2022,12/14/2021,"Eli’s Manhattan Warehouse, Inc.",Division of Northeast Imports,Foreign Supplier Verification Program (FSVP),,
03/08/2022,02/11/2022,"CardioQuip, LLC",Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/PMA/Adulterated,,
03/08/2022,02/17/2022,"Lusys Laboratories, Inc.",Center for Devices and Radiological Health,Adulterated and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19),,
03/08/2022,03/07/2022,"Viraldine, LLC",Center for Drug Evaluation and Research | CDER,Unapproved New Drug Products Related to Coronavirus Disease 2019 (COVID-19),,
03/08/2022,01/07/2022,"Wickimed Medical Equipment Manufacturing Co., Ltd.",Center for Devices and Radiological Health,CGMP/QSR/Medical Devices/Adulterated,,06/02/2022
03/11/2022,03/10/2022,Soda Pharm,Center for Drug Evaluation and Research | CDER,Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19),,
03/08/2022,03/08/2022,NXNW Vapor Inc.,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
03/10/2022,03/10/2022,Half Moon Mods LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
03/15/2022,02/25/2022,Fella Group LLC,Division of West Coast Imports,Foreign Supplier Verification Program (FSVP),,
03/29/2022,03/25/2022,"Agropharma Laboratories, Inc.","Office of Pharmaceutical Quality Operations, Division II",CGMP/Finished Pharmaceuticals/Adulterated,,
03/29/2022,03/04/2022,"Medina Baking and Powder Products, Inc.",Office of Human and Animal Food Operations Division IV East,Food Labeling/Misbranded,,01/12/2024
03/28/2022,03/25/2022,Iodine Products Inc,Center for Drug Evaluation and Research | CDER,Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19),,
03/24/2022,03/24/2022,Ohm Men Vape Shop LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
03/22/2022,02/23/2022,OC Raw Dog LLC,Office of Human and Animal Food Operations- West Division 5,"CGMP/Food for Animals/Prepared, Packed or Held Under Insanitary Conditions/Adulterated",,
03/22/2022,02/03/2022,"ECI Pharmaceuticals, LLC",Center for Drug Evaluation and Research | CDER,Failure to Register and List,,03/22/2022
03/22/2022,03/15/2022,Steam Puff Vapor LLC DBA Vapery 2,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
03/28/2022,03/24/2022,Applied Biological Laboratories Inc.,Center for Drug Evaluation and Research | CDER,Unapproved and Misbranded Product Related to Coronavirus Disease 2019 (COVID-19),,
03/29/2022,03/14/2022,Dr Retter Ec Wladyslaw Retter,Center for Drug Evaluation and Research | CDER,CGMP/Finished Pharmaceuticals/Adulterated,,
03/29/2022,03/28/2022,Cureganics,Center for Drug Evaluation and Research | CDER,Unapproved and Misbranded Products Related to Coronavirus Disease 2019 (COVID-19),,
02/01/2022,10/22/2021,"Applied Health Solutions, Inc.",Office of Human and Animal Food Operations - Division IV West,New Drug/Misbranded,,
02/01/2022,01/21/2022,Chain Vapez LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
02/01/2022,01/27/2022,"5,000 Years Foods, Inc.","Office of Human and Animal Food Operations, East Division VI","CGMP/Food/Prepared, Packed or Held Under Insanitary Conditions/Adulterated",,
01/27/2022,01/27/2022,Texas Tobacco Barn LLC d/b/a TX VapeBarn,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
01/31/2022,01/31/2022,JDVapour LLC d/b/a McVapour E-Cig’s & Novelties,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
01/31/2022,01/31/2022,Blackbeard Vapor LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
01/31/2022,01/31/2022,Blackbeard Vapor LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
02/01/2022,12/20/2021,"Frozen Wheels, LLC",Division of Pharmaceutical Quality Operations II,Drug Product/Adulterated,,
02/01/2022,01/14/2022,Picket Fence Creamery LLC,Division of Human and Animal Food Operations West II,Food Labeling/Misbranded,,07/18/2022
02/01/2022,12/09/2021,Ding Tea Balboa,Division of Southwest Imports,Foreign Supplier Verification Program (FSVP),,
02/01/2022,01/07/2022,"Molino Enterprises One, Inc.",Division of Northeast Imports,Foreign Supplier Verification Program (FSVP),,
05/04/2022,05/04/2022,"M Six Labs, Inc.",Center for Drug Evaluation and Research | CDER,Unapproved New Drugs/Misbranded/Cannabidiol (CBD) Products,,
05/04/2022,05/04/2022,BioMD Plus LLC,Center for Drug Evaluation and Research | CDER,Unapproved New Drugs/Misbranded/Cannabidiol (CBD) Products,,
05/04/2022,05/04/2022,"ATLRx, Inc.",Center for Drug Evaluation and Research | CDER,Unapproved New Drugs/Misbranded/Cannabidiol (CBD) Products,,
05/17/2022,05/03/2022,Specialty Process Labs LLC,Division of Pharmaceutical Quality Operations IV,CGMP/Active Pharmaceutical Ingredient (API)/Adulterated,,
05/17/2022,04/21/2022,Evans Farms Feed,Division of Human and Animal Food Operations West III,"CGMP/Food for Animals/Prepared, Packed or Held Under Insanitary Conditions/Adulterated",,
05/10/2022,05/02/2022,"David Cosmetic Co., Ltd.",Center for Drug Evaluation and Research | CDER,CGMP/Finished Pharmaceutical/Adulterated,,
05/11/2022,05/11/2022,You Suck Vapes Altus,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
05/17/2022,05/09/2022,Yakamoz Sirke Ferm Urunleri Gida Tas San Ve Tic Ltd STI,Center for Food Safety and Applied Nutrition (CFSAN),Juice/HACCP/Adulterated,,
05/13/2022,05/12/2022,Vaporwave LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
05/17/2022,03/28/2022,LECS USA Inc.,Division of West Coast Imports,Foreign Supplier Verification Program (FSVP),,
05/17/2022,11/03/2021,Lempira Distribution LLC,Division of Southeast Imports,Foreign Supplier Verification Program (FSVP),,
05/17/2022,04/25/2022,"Triple J Fresh, LLC",Division of Southwest Imports,Foreign Supplier Verification Program (FSVP),,
05/24/2022,05/19/2022,"Santhigram Kerala Ayurvedic Co. of U.S., Inc.",Center for Drug Evaluation and Research | CDER,Unapproved New Drugs,,
05/24/2022,05/19/2022,"Ayuryoga, Inc.",Center for Drug Evaluation and Research | CDER,Unapproved New Drug,,
05/25/2022,05/25/2022,JVS Vapor Inc d/b/a Jacks Vapor,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,09/13/2024
05/26/2022,05/26/2022,"Hope Botanicals, LLC",Center for Veterinary Medicine,Unapproved New Drugs/Misbranded/Cannabidiol (CBD) Products,,
05/24/2022,05/20/2022,MMWTA Mothers Milk WTA,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
05/24/2022,02/02/2022,"Sunny Creek Farm, Inc.",Division of Human and Animal Food Operations East III,"CGMP/Food/Prepared, Packed or Held Under Insanitary Conditions/Adulterated",,12/12/2022
05/26/2022,05/26/2022,"Plantacea, LLC dba Kahm",Center for Veterinary Medicine,Unapproved New Drugs/Misbranded/Cannabidiol (CBD) Products,,
05/24/2022,04/01/2022,Las Dos Californias Inc DBA Dulceria los Cuates,Division of Southwest Imports,Foreign Supplier Verification Program (FSVP),,
05/24/2022,05/13/2022,"Smart Smoke, Inc.",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
05/24/2022,04/27/2022,Allure Foods LLC,Division of Northeast Imports,Foreign Supplier Verification Program (FSVP),,12/06/2024
05/24/2022,05/02/2022,Subhlaxmi Grocers,Division of Southwest Imports,Foreign Supplier Verification Program (FSVP),,
05/24/2022,05/20/2022,"Vapejoose, Inc.",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
05/26/2022,05/26/2022,"Haniel Concepts, Inc. DBA Free State Oils, LLC",Center for Veterinary Medicine,Unapproved New Drugs/Misbranded/Cannabidiol (CBD) Products,,
05/24/2022,05/02/2022,A.N.N. Imports LLC,Division of West Coast Imports,Foreign Supplier Verification Program (FSVP),,
02/01/2022,01/25/2022,Fantasia Distribution Inc.,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
02/01/2022,12/07/2021,OFP Ingredients LLC,Division of Human and Animal Food Operations West I,"CGMP/Food/Prepared, Packed or Held Under Insanitary Conditions/Adulterated",,
02/03/2022,02/03/2022,Hookies and Bookies,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
02/01/2022,01/28/2022,"Vapor Candy, LLC d/b/a The Vape Stop",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,07/14/2022
02/01/2022,09/15/2021,"D&C Seafood, Inc",Division of Human and Animal Food Operations East V,Seafood HACCP/CGMP for Foods/Adulterated/Insanitary Conditions,,
02/01/2022,12/08/2021,VHRK Food Inc.,Division of Northern Border Imports,Foreign Supplier Verification Program (FSVP),,
05/03/2022,04/12/2022,"The W.S. Badger Company, Inc.",Division of Pharmaceutical Quality Operations I,CGMP/Finished Pharmaceuticals/Adulterated,,
05/03/2022,04/22/2022,Crystal Canyon Vapes LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,09/28/2022
05/03/2022,03/28/2022,Madras Groceries,Division of West Coast Imports,Foreign Supplier Verification Program (FSVP),,
05/02/2022,05/02/2022,"Breathe Easy Vapes, LP dba Breathe Easy Vapes",Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
06/28/2022,06/09/2022,Winfull Corporation,Southwest Imports,Foreign Supplier Verification Program (FSVP),,
06/28/2022,06/28/2022,Elk River Vapor Shop,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
05/03/2022,04/18/2022,Age Management Institute Santa Barbara,Division of Pharmaceutical Quality Operations IV,Compounding Pharmacy/Adulterated Drug Products,,
06/28/2022,06/28/2022,VAPORIZIT LLC,Center for Tobacco Products,Family Smoking Prevention and Tobacco Control Act/Adulterated/Misbranded,,
