,trial_identifier,cro_involved,withdrawals,enrolled,start_date,completion_date,estimated_completion_date,dropout_rate,country,city,cro_name_standardized
17340,NCT06926842,Parexel,,216.0,2025-04-22,,2026-04-02,,United States,Manassas,Parexel
17425,NCT05021666,Covance,,82.0,2020-07-29,2022-05-18,,,United States,Daytona Beach,Fortrea
17426,NCT05721235,Worldwide Clinical Trials,,123.0,2023-06-02,,2025-07-31,,United States,Little Rock,Worldwide Clinical Trials
17427,NCT05721235,Worldwide Clinical Trials,,123.0,2023-06-02,,2025-07-31,,United States,Anaheim,Worldwide Clinical Trials
17428,NCT05721235,Worldwide Clinical Trials,,123.0,2023-06-02,,2025-07-31,,United States,Centennial,Worldwide Clinical Trials
17429,NCT05721235,Worldwide Clinical Trials,,123.0,2023-06-02,,2025-07-31,,United States,Jacksonville,Worldwide Clinical Trials
17430,NCT05721235,Worldwide Clinical Trials,,123.0,2023-06-02,,2025-07-31,,United States,Lakeland,Worldwide Clinical Trials
17431,NCT05721235,Worldwide Clinical Trials,,123.0,2023-06-02,,2025-07-31,,United States,Maitland,Worldwide Clinical Trials
17432,NCT05721235,Worldwide Clinical Trials,,123.0,2023-06-02,,2025-07-31,,United States,Miami Springs,Worldwide Clinical Trials
17433,NCT05721235,Worldwide Clinical Trials,,123.0,2023-06-02,,2025-07-31,,United States,Orlando,Worldwide Clinical Trials
17434,NCT05721235,Worldwide Clinical Trials,,123.0,2023-06-02,,2025-07-31,,United States,Decatur,Worldwide Clinical Trials
17435,NCT05721235,Worldwide Clinical Trials,,123.0,2023-06-02,,2025-07-31,,United States,Savannah,Worldwide Clinical Trials
17436,NCT05721235,Worldwide Clinical Trials,,123.0,2023-06-02,,2025-07-31,,United States,Union City,Worldwide Clinical Trials
17437,NCT05721235,Worldwide Clinical Trials,,123.0,2023-06-02,,2025-07-31,,United States,New Orleans,Worldwide Clinical Trials
17438,NCT05721235,Worldwide Clinical Trials,,123.0,2023-06-02,,2025-07-31,,United States,Saint Charles,Worldwide Clinical Trials
17439,NCT05721235,Worldwide Clinical Trials,,123.0,2023-06-02,,2025-07-31,,United States,Missoula,Worldwide Clinical Trials
17440,NCT05721235,Worldwide Clinical Trials,,123.0,2023-06-02,,2025-07-31,,United States,Lincoln,Worldwide Clinical Trials
17441,NCT05721235,Worldwide Clinical Trials,,123.0,2023-06-02,,2025-07-31,,United States,Las Vegas,Worldwide Clinical Trials
17442,NCT05721235,Worldwide Clinical Trials,,123.0,2023-06-02,,2025-07-31,,United States,Memphis,Worldwide Clinical Trials
17443,NCT05721235,Worldwide Clinical Trials,,123.0,2023-06-02,,2025-07-31,,United States,Bellaire,Worldwide Clinical Trials
17444,NCT05721235,Worldwide Clinical Trials,,123.0,2023-06-02,,2025-07-31,,United States,Plano,Worldwide Clinical Trials
17445,NCT05721235,Worldwide Clinical Trials,,123.0,2023-06-02,,2025-07-31,,United States,San Antonio,Worldwide Clinical Trials
17446,NCT04120610,ICON plc,,195.0,2019-12-09,2022-11-21,,,United States,Des Moines,ICON plc
17447,NCT04120610,ICON plc,,195.0,2019-12-09,2022-11-21,,,United States,Chesterfield,ICON plc
17448,NCT04120610,ICON plc,,195.0,2019-12-09,2022-11-21,,,United States,New York,ICON plc
17449,NCT04120610,ICON plc,,195.0,2019-12-09,2022-11-21,,,United States,Columbus,ICON plc
17450,NCT04120610,ICON plc,,195.0,2019-12-09,2022-11-21,,,United States,Austin,ICON plc
17452,NCT05794672,Parexel,,30.0,2023-04-11,2023-07-08,,,United Kingdom,Harrow,Parexel
17453,NCT05768360,Parexel,,6.0,2023-04-25,2023-06-24,,,Germany,Berlin,Parexel
17454,NCT05920408,Biotrial,,6.0,2023-04-11,2023-09-27,,,Belgium,Brussels,Biotrial
17455,NCT05920408,Biotrial,,6.0,2023-04-11,2023-09-27,,,Belgium,Namur,Biotrial
17456,NCT05920408,Biotrial,,6.0,2023-04-11,2023-09-27,,,France,Bordeaux,Biotrial
17457,NCT05920408,Biotrial,,6.0,2023-04-11,2023-09-27,,,France,Dijon,Biotrial
17458,NCT05920408,Biotrial,,6.0,2023-04-11,2023-09-27,,,France,Rennes,Biotrial
17580,NCT05065359,Parexel,,47.0,2021-10-01,2022-03-30,,,United States,Glendale,Parexel
17581,NCT06008652,Novotech,,10.0,2023-11-26,2024-07-24,,,Australia,Adelaide,Novotech
17582,NCT05599308,ICON plc,,574.0,2022-09-06,2023-04-11,,,United States,Winfield,ICON plc
17583,NCT05599308,ICON plc,,574.0,2022-09-06,2023-04-11,,,United States,Ames,ICON plc
17584,NCT05599308,ICON plc,,574.0,2022-09-06,2023-04-11,,,United States,Charlotte,ICON plc
17585,NCT05599308,ICON plc,,574.0,2022-09-06,2023-04-11,,,United States,Wilmington,ICON plc
17586,NCT05599308,ICON plc,,574.0,2022-09-06,2023-04-11,,,United States,Charleston,ICON plc
17589,NCT05382819,Syneos Health,,89.0,2022-05-16,2023-02-08,,,Canada,Montréal,Syneos Health
17593,NCT06716606,ICON plc,,225.0,2024-12-12,,2028-07-19,,Argentina,Ciudad Autonoma Buenos Aires,ICON plc
17594,NCT06716606,ICON plc,,225.0,2024-12-12,,2028-07-19,,China,Beijing,ICON plc
17595,NCT06716606,ICON plc,,225.0,2024-12-12,,2028-07-19,,China,ZhuZhou,ICON plc
17596,NCT06716606,ICON plc,,225.0,2024-12-12,,2028-07-19,,Japan,Hokkaido,ICON plc
17597,NCT06716606,ICON plc,,225.0,2024-12-12,,2028-07-19,,Japan,Tokyo,ICON plc
17598,NCT06716606,ICON plc,,225.0,2024-12-12,,2028-07-19,,"Korea, Republic of",Yongsan-Ku Seoul,ICON plc
17599,NCT04412616,Covance,,60.0,2020-09-01,,2025-12-01,,United States,Los Angeles,Fortrea
17600,NCT04412616,Covance,,60.0,2020-09-01,,2025-12-01,,United States,Fairway,Fortrea
17601,NCT04412616,Covance,,60.0,2020-09-01,,2025-12-01,,United States,Bronx,Fortrea
17602,NCT04412616,Covance,,60.0,2020-09-01,,2025-12-01,,China,Changchun,Fortrea
17603,NCT04412616,Covance,,60.0,2020-09-01,,2025-12-01,,China,Changchun,Fortrea
17607,NCT05810740,Biotrial,,37.0,2022-08-31,2022-12-22,,,France,Rennes,Biotrial
17608,NCT03976102,Parexel,45.0,317.0,2019-05-15,2022-09-28,,0.1419558359621451,United States,Whittier,Parexel
17609,NCT03976102,Parexel,45.0,317.0,2019-05-15,2022-09-28,,0.1419558359621451,United States,Bethesda,Parexel
17610,NCT03976102,Parexel,45.0,317.0,2019-05-15,2022-09-28,,0.1419558359621451,United States,Knoxville,Parexel
17611,NCT03976102,Parexel,45.0,317.0,2019-05-15,2022-09-28,,0.1419558359621451,United States,Houston,Parexel
17613,NCT05721001,ICON plc,,130.0,2023-01-11,2024-03-15,2027-08-31,,France,Amiens,ICON plc
17614,NCT05721001,ICON plc,,130.0,2023-01-11,2024-03-15,2027-08-31,,France,Angers,ICON plc
17615,NCT05721001,ICON plc,,130.0,2023-01-11,2024-03-15,2027-08-31,,France,Annecy,ICON plc
17616,NCT05721001,ICON plc,,130.0,2023-01-11,2024-03-15,2027-08-31,,France,Besançon,ICON plc
17617,NCT05721001,ICON plc,,130.0,2023-01-11,2024-03-15,2027-08-31,,France,Bordeaux,ICON plc
17618,NCT05721001,ICON plc,,130.0,2023-01-11,2024-03-15,2027-08-31,,France,Brest,ICON plc
17619,NCT05721001,ICON plc,,130.0,2023-01-11,2024-03-15,2027-08-31,,France,Bron,ICON plc
17620,NCT05721001,ICON plc,,130.0,2023-01-11,2024-03-15,2027-08-31,,France,Caen,ICON plc
17621,NCT05721001,ICON plc,,130.0,2023-01-11,2024-03-15,2027-08-31,,France,Caluire-et-Cuire,ICON plc
17622,NCT05721001,ICON plc,,130.0,2023-01-11,2024-03-15,2027-08-31,,France,Clermont-Ferrand,ICON plc
17623,NCT05721001,ICON plc,,130.0,2023-01-11,2024-03-15,2027-08-31,,France,Créteil,ICON plc
17624,NCT05721001,ICON plc,,130.0,2023-01-11,2024-03-15,2027-08-31,,France,Dijon,ICON plc
17625,NCT05721001,ICON plc,,130.0,2023-01-11,2024-03-15,2027-08-31,,France,Lens,ICON plc
17626,NCT05721001,ICON plc,,130.0,2023-01-11,2024-03-15,2027-08-31,,France,Lille,ICON plc
17627,NCT05721001,ICON plc,,130.0,2023-01-11,2024-03-15,2027-08-31,,France,Limoges,ICON plc
17628,NCT05721001,ICON plc,,130.0,2023-01-11,2024-03-15,2027-08-31,,France,Montpellier,ICON plc
17629,NCT05721001,ICON plc,,130.0,2023-01-11,2024-03-15,2027-08-31,,France,Mulhouse,ICON plc
17630,NCT05721001,ICON plc,,130.0,2023-01-11,2024-03-15,2027-08-31,,France,Paris,ICON plc
17631,NCT05721001,ICON plc,,130.0,2023-01-11,2024-03-15,2027-08-31,,France,Poitiers,ICON plc
17632,NCT05721001,ICON plc,,130.0,2023-01-11,2024-03-15,2027-08-31,,France,Rennes,ICON plc
17633,NCT05721001,ICON plc,,130.0,2023-01-11,2024-03-15,2027-08-31,,France,Rouen,ICON plc
17634,NCT05721001,ICON plc,,130.0,2023-01-11,2024-03-15,2027-08-31,,France,Strasbourg,ICON plc
17635,NCT05721001,ICON plc,,130.0,2023-01-11,2024-03-15,2027-08-31,,France,Tours,ICON plc
17636,NCT04826328,"Lotus Clinical Research, LLC",,85.0,2021-03-15,2022-01-11,,,United States,Pasadena,Lotus Clinical Research
17637,NCT05274308,ICON plc,,46.0,2022-02-07,2022-07-26,,,Italy,Turin,ICON plc
17646,NCT04239014,Parexel,,0.0,2020-08-07,2021-01-25,,,United States,Anchorage,Parexel
17647,NCT04239014,Parexel,,0.0,2020-08-07,2021-01-25,,,United States,La Jolla,Parexel
17648,NCT04239014,Parexel,,0.0,2020-08-07,2021-01-25,,,United States,Long Beach,Parexel
17649,NCT04239014,Parexel,,0.0,2020-08-07,2021-01-25,,,United States,Los Angeles,Parexel
17650,NCT04239014,Parexel,,0.0,2020-08-07,2021-01-25,,,United States,West Hollywood,Parexel
17651,NCT04239014,Parexel,,0.0,2020-08-07,2021-01-25,,,United States,Hartford,Parexel
17652,NCT04239014,Parexel,,0.0,2020-08-07,2021-01-25,,,United States,Tampa,Parexel
17653,NCT04239014,Parexel,,0.0,2020-08-07,2021-01-25,,,United States,Atlanta,Parexel
17654,NCT04239014,Parexel,,0.0,2020-08-07,2021-01-25,,,United States,Louisville,Parexel
17655,NCT04239014,Parexel,,0.0,2020-08-07,2021-01-25,,,United States,Covington,Parexel
17656,NCT04239014,Parexel,,0.0,2020-08-07,2021-01-25,,,United States,Florham Park,Parexel
17657,NCT04239014,Parexel,,0.0,2020-08-07,2021-01-25,,,United States,Teaneck,Parexel
17658,NCT04239014,Parexel,,0.0,2020-08-07,2021-01-25,,,United States,Cleveland,Parexel
17659,NCT04239014,Parexel,,0.0,2020-08-07,2021-01-25,,,United States,Oklahoma City,Parexel
17660,NCT04239014,Parexel,,0.0,2020-08-07,2021-01-25,,,United States,Tulsa,Parexel
17661,NCT04239014,Parexel,,0.0,2020-08-07,2021-01-25,,,United States,Portland,Parexel
17662,NCT04239014,Parexel,,0.0,2020-08-07,2021-01-25,,,United States,Abington,Parexel
17663,NCT04239014,Parexel,,0.0,2020-08-07,2021-01-25,,,United States,Philadelphia,Parexel
17664,NCT04239014,Parexel,,0.0,2020-08-07,2021-01-25,,,United States,Sioux Falls,Parexel
17665,NCT04239014,Parexel,,0.0,2020-08-07,2021-01-25,,,United States,Sioux Falls,Parexel
17666,NCT04239014,Parexel,,0.0,2020-08-07,2021-01-25,,,United States,Houston,Parexel
17667,NCT04239014,Parexel,,0.0,2020-08-07,2021-01-25,,,United States,Seattle,Parexel
17668,NCT04239014,Parexel,,0.0,2020-08-07,2021-01-25,,,Canada,Toronto,Parexel
17669,NCT04239014,Parexel,,0.0,2020-08-07,2021-01-25,,,Canada,Montreal,Parexel
17670,NCT04239014,Parexel,,0.0,2020-08-07,2021-01-25,,,Italy,Napoli,Parexel
17671,NCT04239014,Parexel,,0.0,2020-08-07,2021-01-25,,,Spain,Barcelona,Parexel
17673,NCT04393779,ICON plc,5.0,26.0,2020-10-02,2022-11-17,,0.1923076923076923,Germany,Ulm,ICON plc
17674,NCT04393779,ICON plc,5.0,26.0,2020-10-02,2022-11-17,,0.1923076923076923,Germany,Bad Neustadt,ICON plc
17675,NCT04393779,ICON plc,5.0,26.0,2020-10-02,2022-11-17,,0.1923076923076923,Germany,Passau,ICON plc
17676,NCT04393779,ICON plc,5.0,26.0,2020-10-02,2022-11-17,,0.1923076923076923,Germany,Göttingen,ICON plc
17677,NCT04393779,ICON plc,5.0,26.0,2020-10-02,2022-11-17,,0.1923076923076923,Germany,Wuppertal,ICON plc
17678,NCT04393779,ICON plc,5.0,26.0,2020-10-02,2022-11-17,,0.1923076923076923,Spain,Palma,ICON plc
17679,NCT04393779,ICON plc,5.0,26.0,2020-10-02,2022-11-17,,0.1923076923076923,Switzerland,Bern,ICON plc
17688,NCT04768868,Covance,,350.0,2021-02-25,,2023-04-30,,United States,Atlanta,Fortrea
17689,NCT04768868,Covance,,350.0,2021-02-25,,2023-04-30,,United States,Fairway,Fortrea
17690,NCT04768868,Covance,,350.0,2021-02-25,,2023-04-30,,United States,Louisville,Fortrea
17691,NCT04768868,Covance,,350.0,2021-02-25,,2023-04-30,,United States,Boston,Fortrea
17692,NCT04768868,Covance,,350.0,2021-02-25,,2023-04-30,,United States,Las Vegas,Fortrea
17693,NCT04768868,Covance,,350.0,2021-02-25,,2023-04-30,,United States,Dallas,Fortrea
17694,NCT04768868,Covance,,350.0,2021-02-25,,2023-04-30,,United States,San Antonio,Fortrea
17695,NCT04768868,Covance,,350.0,2021-02-25,,2023-04-30,,China,Wuhan,Fortrea
17696,NCT04768868,Covance,,350.0,2021-02-25,,2023-04-30,,China,Chengdu,Fortrea
17697,NCT04768868,Covance,,350.0,2021-02-25,,2023-04-30,,China,Beijing,Fortrea
17698,NCT04768868,Covance,,350.0,2021-02-25,,2023-04-30,,China,Shanghai,Fortrea
17699,NCT04768868,Covance,,350.0,2021-02-25,,2023-04-30,,Taiwan,Taoyuan,Fortrea
17700,NCT04768868,Covance,,350.0,2021-02-25,,2023-04-30,,Taiwan,Taichung,Fortrea
17701,NCT04768868,Covance,,350.0,2021-02-25,,2023-04-30,,Taiwan,Tainan,Fortrea
17702,NCT04768868,Covance,,350.0,2021-02-25,,2023-04-30,,Taiwan,Tainan,Fortrea
17703,NCT04768868,Covance,,350.0,2021-02-25,,2023-04-30,,Taiwan,Taipei,Fortrea
17705,NCT05293665,Syneos Health,,944.0,2022-03-16,,2022-11-30,,United States,Brownsville,Syneos Health
17706,NCT05293665,Syneos Health,,944.0,2022-03-16,,2022-11-30,,Panama,David,Syneos Health
17707,NCT05293665,Syneos Health,,944.0,2022-03-16,,2022-11-30,,Panama,Panamá,Syneos Health
17708,NCT05293665,Syneos Health,,944.0,2022-03-16,,2022-11-30,,Panama,Panamá,Syneos Health
17709,NCT05293665,Syneos Health,,944.0,2022-03-16,,2022-11-30,,Philippines,Bacoor,Syneos Health
17710,NCT05293665,Syneos Health,,944.0,2022-03-16,,2022-11-30,,Philippines,Iloilo City,Syneos Health
17711,NCT05293665,Syneos Health,,944.0,2022-03-16,,2022-11-30,,Philippines,Iloilo City,Syneos Health
17787,NCT05216835,Parexel,45.0,45.0,2022-03-18,2024-08-30,2025-08-12,1.0,United States,Duarte,Parexel
17788,NCT05216835,Parexel,45.0,45.0,2022-03-18,2024-08-30,2025-08-12,1.0,United States,Miami,Parexel
17789,NCT05216835,Parexel,45.0,45.0,2022-03-18,2024-08-30,2025-08-12,1.0,United States,Rochester,Parexel
17790,NCT05216835,Parexel,45.0,45.0,2022-03-18,2024-08-30,2025-08-12,1.0,United States,New York,Parexel
17791,NCT05216835,Parexel,45.0,45.0,2022-03-18,2024-08-30,2025-08-12,1.0,United States,Houston,Parexel
17792,NCT05216835,Parexel,45.0,45.0,2022-03-18,2024-08-30,2025-08-12,1.0,Canada,Toronto,Parexel
17793,NCT05216835,Parexel,45.0,45.0,2022-03-18,2024-08-30,2025-08-12,1.0,Canada,Montreal,Parexel
17794,NCT05216835,Parexel,45.0,45.0,2022-03-18,2024-08-30,2025-08-12,1.0,Denmark,København Ø,Parexel
17795,NCT05216835,Parexel,45.0,45.0,2022-03-18,2024-08-30,2025-08-12,1.0,France,Lille,Parexel
17796,NCT05216835,Parexel,45.0,45.0,2022-03-18,2024-08-30,2025-08-12,1.0,Italy,Bologna,Parexel
17797,NCT05216835,Parexel,45.0,45.0,2022-03-18,2024-08-30,2025-08-12,1.0,Italy,Napoli,Parexel
17798,NCT05216835,Parexel,45.0,45.0,2022-03-18,2024-08-30,2025-08-12,1.0,Spain,Valencia,Parexel
17799,NCT05216835,Parexel,45.0,45.0,2022-03-18,2024-08-30,2025-08-12,1.0,United Kingdom,Manchester,Parexel
17800,NCT05216835,Parexel,45.0,45.0,2022-03-18,2024-08-30,2025-08-12,1.0,United Kingdom,Oxford,Parexel
17802,NCT03929172,Celerion,,20.0,2019-02-28,2020-05-29,,,United Kingdom,Belfast,Celerion
17921,NCT04256629,Parexel,2.0,24.0,2020-03-03,2020-08-21,,0.0833333333333333,Germany,Berlin,Parexel
17938,NCT04018599,PRA Health Sciences,,216.0,2019-07-15,2020-03-17,,,United States,Lenexa,ICON plc
17939,NCT04018599,PRA Health Sciences,,216.0,2019-07-15,2020-03-17,,,United States,Salt Lake City,ICON plc
17974,NCT04480879,Parexel,,10.0,2020-07-17,2020-09-02,,,Germany,Berlin,Parexel
18082,NCT04432389,ICON plc,,178.0,2021-01-08,,2022-07-31,,Belgium,Anderlecht,ICON plc
18083,NCT04432389,ICON plc,,178.0,2021-01-08,,2022-07-31,,Belgium,Genk,ICON plc
18084,NCT04432389,ICON plc,,178.0,2021-01-08,,2022-07-31,,Belgium,Leuven,ICON plc
18085,NCT04432389,ICON plc,,178.0,2021-01-08,,2022-07-31,,Belgium,Lodelinsart,ICON plc
18086,NCT04432389,ICON plc,,178.0,2021-01-08,,2022-07-31,,Czechia,Jindřichův Hradec,ICON plc
18087,NCT04432389,ICON plc,,178.0,2021-01-08,,2022-07-31,,Czechia,Kladno,ICON plc
18088,NCT04432389,ICON plc,,178.0,2021-01-08,,2022-07-31,,Czechia,Nový Jičín,ICON plc
18089,NCT04432389,ICON plc,,178.0,2021-01-08,,2022-07-31,,Czechia,Praha,ICON plc
18090,NCT04432389,ICON plc,,178.0,2021-01-08,,2022-07-31,,Czechia,Praha,ICON plc
18091,NCT04432389,ICON plc,,178.0,2021-01-08,,2022-07-31,,Czechia,České Budějovice,ICON plc
18092,NCT04432389,ICON plc,,178.0,2021-01-08,,2022-07-31,,France,Amiens,ICON plc
18093,NCT04432389,ICON plc,,178.0,2021-01-08,,2022-07-31,,France,Amiens,ICON plc
18094,NCT04432389,ICON plc,,178.0,2021-01-08,,2022-07-31,,France,Brest,ICON plc
18095,NCT04432389,ICON plc,,178.0,2021-01-08,,2022-07-31,,France,Chambray-lès-Tours,ICON plc
18096,NCT04432389,ICON plc,,178.0,2021-01-08,,2022-07-31,,France,Poitiers,ICON plc
18097,NCT04432389,ICON plc,,178.0,2021-01-08,,2022-07-31,,Germany,Gießen,ICON plc
18098,NCT04432389,ICON plc,,178.0,2021-01-08,,2022-07-31,,Germany,Luebeck,ICON plc
18099,NCT04432389,ICON plc,,178.0,2021-01-08,,2022-07-31,,Germany,Mannheim,ICON plc
18100,NCT04432389,ICON plc,,178.0,2021-01-08,,2022-07-31,,Germany,Münster,ICON plc
18101,NCT04432389,ICON plc,,178.0,2021-01-08,,2022-07-31,,Hungary,Budapest,ICON plc
18102,NCT04432389,ICON plc,,178.0,2021-01-08,,2022-07-31,,Hungary,Eger,ICON plc
18103,NCT04432389,ICON plc,,178.0,2021-01-08,,2022-07-31,,Hungary,Kaposvár,ICON plc
18104,NCT04432389,ICON plc,,178.0,2021-01-08,,2022-07-31,,Hungary,Pécs,ICON plc
18105,NCT04432389,ICON plc,,178.0,2021-01-08,,2022-07-31,,Hungary,Szolnok,ICON plc
18106,NCT04432389,ICON plc,,178.0,2021-01-08,,2022-07-31,,Hungary,Székesfehérvár,ICON plc
18107,NCT04432389,ICON plc,,178.0,2021-01-08,,2022-07-31,,Poland,Kielce,ICON plc
18108,NCT04432389,ICON plc,,178.0,2021-01-08,,2022-07-31,,Poland,Kraków,ICON plc
18109,NCT04432389,ICON plc,,178.0,2021-01-08,,2022-07-31,,Poland,Szczecin,ICON plc
18110,NCT04432389,ICON plc,,178.0,2021-01-08,,2022-07-31,,Poland,Warszawa,ICON plc
18111,NCT04432389,ICON plc,,178.0,2021-01-08,,2022-07-31,,Poland,Warszawa,ICON plc
18112,NCT04432389,ICON plc,,178.0,2021-01-08,,2022-07-31,,Poland,Łódź,ICON plc
18113,NCT04432389,ICON plc,,178.0,2021-01-08,,2022-07-31,,Spain,Badalona,ICON plc
18114,NCT04432389,ICON plc,,178.0,2021-01-08,,2022-07-31,,Spain,Barcelona,ICON plc
18115,NCT04432389,ICON plc,,178.0,2021-01-08,,2022-07-31,,Spain,Barcelona,ICON plc
18116,NCT04432389,ICON plc,,178.0,2021-01-08,,2022-07-31,,Spain,Barcelona,ICON plc
18117,NCT04432389,ICON plc,,178.0,2021-01-08,,2022-07-31,,Spain,Barcelona,ICON plc
18118,NCT04432389,ICON plc,,178.0,2021-01-08,,2022-07-31,,Spain,Málaga,ICON plc
18119,NCT04432389,ICON plc,,178.0,2021-01-08,,2022-07-31,,Spain,Pontevedra,ICON plc
18120,NCT04432389,ICON plc,,178.0,2021-01-08,,2022-07-31,,Spain,Terrassa,ICON plc
18197,NCT04746131,Worldwide Clinical Trials,,90.0,2021-01-15,,2024-04-11,,United States,Cincinnati,Worldwide Clinical Trials
18198,NCT04404569,CTI Clinical Trial and Consulting Services,,5.0,2020-06-08,2024-09-23,,,United States,Lexington,CTI Clinical
18199,NCT04404569,CTI Clinical Trial and Consulting Services,,5.0,2020-06-08,2024-09-23,,,United States,Cincinnati,CTI Clinical
18200,NCT04404569,CTI Clinical Trial and Consulting Services,,5.0,2020-06-08,2024-09-23,,,United States,Columbus,CTI Clinical
18202,NCT05351047,Parexel,,24.0,2022-04-04,2023-07-06,,,United States,Brooklyn,Parexel
18203,NCT06401213,ICON plc,,56.0,2024-04-15,2024-11-15,,,United States,Salt Lake City,ICON plc
18205,NCT06597760,Celerion,,24.0,2024-10-07,2024-11-01,,,United States,Lincoln,Celerion
18207,NCT05981495,Fortrea,,460.0,2023-08-31,,2024-12-31,,,,Fortrea
18211,NCT06963216,Worldwide Clinical Trials,,15.0,2025-06-30,,2027-06-30,,,,Worldwide Clinical Trials
18212,NCT06872658,Syneos Health,,15.0,2025-05-01,,2025-11-01,,,,Syneos Health
18259,NCT05322590,CTI Clinical Trial and Consulting Services,,195.0,2023-01-09,,2026-04-30,,United States,Birmingham,CTI Clinical
18260,NCT05322590,ICON plc,,195.0,2023-01-09,,2026-04-30,,United States,Birmingham,ICON plc
18261,NCT05322590,CTI Clinical Trial and Consulting Services,,195.0,2023-01-09,,2026-04-30,,United States,Orange,CTI Clinical
18262,NCT05322590,ICON plc,,195.0,2023-01-09,,2026-04-30,,United States,Orange,ICON plc
18263,NCT05322590,CTI Clinical Trial and Consulting Services,,195.0,2023-01-09,,2026-04-30,,United States,San Francisco,CTI Clinical
18264,NCT05322590,ICON plc,,195.0,2023-01-09,,2026-04-30,,United States,San Francisco,ICON plc
18265,NCT05322590,CTI Clinical Trial and Consulting Services,,195.0,2023-01-09,,2026-04-30,,United States,Miami,CTI Clinical
18266,NCT05322590,ICON plc,,195.0,2023-01-09,,2026-04-30,,United States,Miami,ICON plc
18267,NCT05322590,CTI Clinical Trial and Consulting Services,,195.0,2023-01-09,,2026-04-30,,United States,Iowa City,CTI Clinical
18268,NCT05322590,ICON plc,,195.0,2023-01-09,,2026-04-30,,United States,Iowa City,ICON plc
18269,NCT05322590,CTI Clinical Trial and Consulting Services,,195.0,2023-01-09,,2026-04-30,,United States,Edgewood,CTI Clinical
18270,NCT05322590,ICON plc,,195.0,2023-01-09,,2026-04-30,,United States,Edgewood,ICON plc
18271,NCT05322590,CTI Clinical Trial and Consulting Services,,195.0,2023-01-09,,2026-04-30,,United States,Lexington,CTI Clinical
18272,NCT05322590,ICON plc,,195.0,2023-01-09,,2026-04-30,,United States,Lexington,ICON plc
18273,NCT05322590,CTI Clinical Trial and Consulting Services,,195.0,2023-01-09,,2026-04-30,,United States,Louisville,CTI Clinical
18274,NCT05322590,ICON plc,,195.0,2023-01-09,,2026-04-30,,United States,Louisville,ICON plc
18275,NCT05322590,CTI Clinical Trial and Consulting Services,,195.0,2023-01-09,,2026-04-30,,United States,New Orleans,CTI Clinical
18276,NCT05322590,ICON plc,,195.0,2023-01-09,,2026-04-30,,United States,New Orleans,ICON plc
18277,NCT05322590,CTI Clinical Trial and Consulting Services,,195.0,2023-01-09,,2026-04-30,,United States,Stony Brook,CTI Clinical
18278,NCT05322590,ICON plc,,195.0,2023-01-09,,2026-04-30,,United States,Stony Brook,ICON plc
18279,NCT05322590,CTI Clinical Trial and Consulting Services,,195.0,2023-01-09,,2026-04-30,,United States,Canton,CTI Clinical
18280,NCT05322590,ICON plc,,195.0,2023-01-09,,2026-04-30,,United States,Canton,ICON plc
18281,NCT05322590,CTI Clinical Trial and Consulting Services,,195.0,2023-01-09,,2026-04-30,,United States,Cincinnati,CTI Clinical
18282,NCT05322590,ICON plc,,195.0,2023-01-09,,2026-04-30,,United States,Cincinnati,ICON plc
18283,NCT05607004,InClin,,214.0,2023-02-14,,2026-02-28,,United States,Phoenix,InClin
18284,NCT05607004,InClin,,214.0,2023-02-14,,2026-02-28,,United States,Tucson,InClin
18285,NCT05607004,InClin,,214.0,2023-02-14,,2026-02-28,,United States,Los Angeles,InClin
18286,NCT05607004,InClin,,214.0,2023-02-14,,2026-02-28,,United States,Jacksonville,InClin
18287,NCT05607004,InClin,,214.0,2023-02-14,,2026-02-28,,United States,Chicago,InClin
18288,NCT05607004,InClin,,214.0,2023-02-14,,2026-02-28,,United States,Edgewood,InClin
18289,NCT05607004,InClin,,214.0,2023-02-14,,2026-02-28,,United States,Detroit,InClin
18290,NCT05607004,InClin,,214.0,2023-02-14,,2026-02-28,,United States,Rochester,InClin
18291,NCT05607004,InClin,,214.0,2023-02-14,,2026-02-28,,United States,Saint Louis,InClin
18292,NCT05607004,InClin,,214.0,2023-02-14,,2026-02-28,,United States,Sioux Falls,InClin
18293,NCT05607004,InClin,,214.0,2023-02-14,,2026-02-28,,United States,Nashville,InClin
18294,NCT05607004,InClin,,214.0,2023-02-14,,2026-02-28,,United States,Webster,InClin
18295,NCT05607004,InClin,,214.0,2023-02-14,,2026-02-28,,United States,Midlothian,InClin
18296,NCT06792695,Parexel,,120.0,2025-03-12,,2027-03-24,,United States,Scottsdale,Parexel
18297,NCT06792695,Parexel,,120.0,2025-03-12,,2027-03-24,,United States,Los Angeles,Parexel
18298,NCT06792695,Parexel,,120.0,2025-03-12,,2027-03-24,,United States,Washington,Parexel
18299,NCT06792695,Parexel,,120.0,2025-03-12,,2027-03-24,,United States,Chicago,Parexel
18300,NCT06792695,Parexel,,120.0,2025-03-12,,2027-03-24,,United States,Baltimore,Parexel
18301,NCT06792695,Parexel,,120.0,2025-03-12,,2027-03-24,,United States,Boston,Parexel
18302,NCT06792695,Parexel,,120.0,2025-03-12,,2027-03-24,,United States,Rochester,Parexel
18303,NCT06792695,Parexel,,120.0,2025-03-12,,2027-03-24,,United States,Rochester,Parexel
18304,NCT06792695,Parexel,,120.0,2025-03-12,,2027-03-24,,United States,Cleveland,Parexel
