fei_number,cro_name_standardized,inspection_id,date_of_inspection,type_of_issue,classification,act/cfr_number,short_description,publish_date,form_483_flag,warning_letter_flag,download,source,record_id,specialization,notable_client,trial_identifier,withdrawals,enrolled,start_date,completion_date,estimated_completion_date,dropout_rate,country,city
,George Clinical,,,,,,,,,,,ClinicalTrials,,Asia-Pacific focused,"Novartis, GSK",NCT04350593,,1250.0,2020-04-22,2021-03-31,,,Brazil,Joinville
,George Clinical,,,,,,,,,,,ClinicalTrials,,Asia-Pacific focused,"Novartis, GSK",NCT04350593,,1250.0,2020-04-22,2021-03-31,,,Brazil,Aracaju
,George Clinical,,,,,,,,,,,ClinicalTrials,,Asia-Pacific focused,"Novartis, GSK",NCT04350593,,1250.0,2020-04-22,2021-03-31,,,Brazil,Botucatu
,George Clinical,,,,,,,,,,,ClinicalTrials,,Asia-Pacific focused,"Novartis, GSK",NCT04350593,,1250.0,2020-04-22,2021-03-31,,,Brazil,Campinas
,George Clinical,,,,,,,,,,,ClinicalTrials,,Asia-Pacific focused,"Novartis, GSK",NCT04350593,,1250.0,2020-04-22,2021-03-31,,,Brazil,Ribeirão Preto
,George Clinical,,,,,,,,,,,ClinicalTrials,,Asia-Pacific focused,"Novartis, GSK",NCT04350593,,1250.0,2020-04-22,2021-03-31,,,Brazil,Santo André
,George Clinical,,,,,,,,,,,ClinicalTrials,,Asia-Pacific focused,"Novartis, GSK",NCT04350593,,1250.0,2020-04-22,2021-03-31,,,Brazil,São José do Rio Preto
,George Clinical,,,,,,,,,,,ClinicalTrials,,Asia-Pacific focused,"Novartis, GSK",NCT04350593,,1250.0,2020-04-22,2021-03-31,,,Brazil,Votuporanga
,George Clinical,,,,,,,,,,,ClinicalTrials,,Asia-Pacific focused,"Novartis, GSK",NCT04350593,,1250.0,2020-04-22,2021-03-31,,,Brazil,Barretos
,George Clinical,,,,,,,,,,,ClinicalTrials,,Asia-Pacific focused,"Novartis, GSK",NCT04350593,,1250.0,2020-04-22,2021-03-31,,,Brazil,Rio de Janeiro
,George Clinical,,,,,,,,,,,ClinicalTrials,,Asia-Pacific focused,"Novartis, GSK",NCT04350593,,1250.0,2020-04-22,2021-03-31,,,Brazil,São Paulo
,George Clinical,,,,,,,,,,,ClinicalTrials,,Asia-Pacific focused,"Novartis, GSK",NCT04350593,,1250.0,2020-04-22,2021-03-31,,,Brazil,São Paulo
,George Clinical,,,,,,,,,,,ClinicalTrials,,Asia-Pacific focused,"Novartis, GSK",NCT04350593,,1250.0,2020-04-22,2021-03-31,,,Brazil,São Paulo
,George Clinical,,,,,,,,,,,ClinicalTrials,,Asia-Pacific focused,"Novartis, GSK",NCT04350593,,1250.0,2020-04-22,2021-03-31,,,Canada,Oakville
,George Clinical,,,,,,,,,,,ClinicalTrials,,Asia-Pacific focused,"Novartis, GSK",NCT04350593,,1250.0,2020-04-22,2021-03-31,,,Canada,Oshawa
,George Clinical,,,,,,,,,,,ClinicalTrials,,Asia-Pacific focused,"Novartis, GSK",NCT04350593,,1250.0,2020-04-22,2021-03-31,,,India,Sola
,George Clinical,,,,,,,,,,,ClinicalTrials,,Asia-Pacific focused,"Novartis, GSK",NCT04350593,,1250.0,2020-04-22,2021-03-31,,,India,Manapakkam
,George Clinical,,,,,,,,,,,ClinicalTrials,,Asia-Pacific focused,"Novartis, GSK",NCT04350593,,1250.0,2020-04-22,2021-03-31,,,India,New Delhi
,George Clinical,,,,,,,,,,,ClinicalTrials,,Asia-Pacific focused,"Novartis, GSK",NCT04350593,,1250.0,2020-04-22,2021-03-31,,,India,Ahmedabad
,George Clinical,,,,,,,,,,,ClinicalTrials,,Asia-Pacific focused,"Novartis, GSK",NCT04350593,,1250.0,2020-04-22,2021-03-31,,,India,Mumbai
,George Clinical,,,,,,,,,,,ClinicalTrials,,Asia-Pacific focused,"Novartis, GSK",NCT04350593,,1250.0,2020-04-22,2021-03-31,,,India,Saket
,George Clinical,,,,,,,,,,,ClinicalTrials,,Asia-Pacific focused,"Novartis, GSK",NCT04350593,,1250.0,2020-04-22,2021-03-31,,,India,Saket
,George Clinical,,,,,,,,,,,ClinicalTrials,,Asia-Pacific focused,"Novartis, GSK",NCT04350593,,1250.0,2020-04-22,2021-03-31,,,India,Ludhiāna
,George Clinical,,,,,,,,,,,ClinicalTrials,,Asia-Pacific focused,"Novartis, GSK",NCT04350593,,1250.0,2020-04-22,2021-03-31,,,Mexico,Acapulco
,George Clinical,,,,,,,,,,,ClinicalTrials,,Asia-Pacific focused,"Novartis, GSK",NCT04350593,,1250.0,2020-04-22,2021-03-31,,,Mexico,Chihuahua
,George Clinical,,,,,,,,,,,ClinicalTrials,,Asia-Pacific focused,"Novartis, GSK",NCT04350593,,1250.0,2020-04-22,2021-03-31,,,Mexico,Cuernavaca
,George Clinical,,,,,,,,,,,ClinicalTrials,,Asia-Pacific focused,"Novartis, GSK",NCT04350593,,1250.0,2020-04-22,2021-03-31,,,Mexico,Cuernavaca
,George Clinical,,,,,,,,,,,ClinicalTrials,,Asia-Pacific focused,"Novartis, GSK",NCT04350593,,1250.0,2020-04-22,2021-03-31,,,Mexico,Durango
,George Clinical,,,,,,,,,,,ClinicalTrials,,Asia-Pacific focused,"Novartis, GSK",NCT04350593,,1250.0,2020-04-22,2021-03-31,,,Mexico,Guadalajara
,George Clinical,,,,,,,,,,,ClinicalTrials,,Asia-Pacific focused,"Novartis, GSK",NCT04350593,,1250.0,2020-04-22,2021-03-31,,,Mexico,Guadalajara
,George Clinical,,,,,,,,,,,ClinicalTrials,,Asia-Pacific focused,"Novartis, GSK",NCT04350593,,1250.0,2020-04-22,2021-03-31,,,Mexico,Guanajuato
,George Clinical,,,,,,,,,,,ClinicalTrials,,Asia-Pacific focused,"Novartis, GSK",NCT04350593,,1250.0,2020-04-22,2021-03-31,,,Mexico,Jalisco
,George Clinical,,,,,,,,,,,ClinicalTrials,,Asia-Pacific focused,"Novartis, GSK",NCT04350593,,1250.0,2020-04-22,2021-03-31,,,Mexico,Mexico City
,George Clinical,,,,,,,,,,,ClinicalTrials,,Asia-Pacific focused,"Novartis, GSK",NCT04350593,,1250.0,2020-04-22,2021-03-31,,,Mexico,Monterrey
,George Clinical,,,,,,,,,,,ClinicalTrials,,Asia-Pacific focused,"Novartis, GSK",NCT04350593,,1250.0,2020-04-22,2021-03-31,,,Mexico,Monterrey
,George Clinical,,,,,,,,,,,ClinicalTrials,,Asia-Pacific focused,"Novartis, GSK",NCT04350593,,1250.0,2020-04-22,2021-03-31,,,Mexico,Puebla
,George Clinical,,,,,,,,,,,ClinicalTrials,,Asia-Pacific focused,"Novartis, GSK",NCT04350593,,1250.0,2020-04-22,2021-03-31,,,Mexico,Queretaro
,George Clinical,,,,,,,,,,,ClinicalTrials,,Asia-Pacific focused,"Novartis, GSK",NCT04350593,,1250.0,2020-04-22,2021-03-31,,,Mexico,Sonora
,George Clinical,,,,,,,,,,,ClinicalTrials,,Asia-Pacific focused,"Novartis, GSK",NCT04350593,,1250.0,2020-04-22,2021-03-31,,,Mexico,Toluca
,George Clinical,,,,,,,,,,,ClinicalTrials,,Asia-Pacific focused,"Novartis, GSK",NCT04350593,,1250.0,2020-04-22,2021-03-31,,,United Kingdom,Cambridge
,Fortrea,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Sanofi",NCT03748134,,746.0,2018-12-24,2021-09-09,,,United States,Anaheim
,Fortrea,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Sanofi",NCT03748134,,746.0,2018-12-24,2021-09-09,,,United States,Orange
,Fortrea,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Sanofi",NCT03748134,,746.0,2018-12-24,2021-09-09,,,United States,Denver
,Fortrea,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Sanofi",NCT03748134,,746.0,2018-12-24,2021-09-09,,,United States,Columbus
,Fortrea,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Sanofi",NCT03748134,,746.0,2018-12-24,2021-09-09,,,United States,Oklahoma City
,Fortrea,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Sanofi",NCT03748134,,746.0,2018-12-24,2021-09-09,,,United States,Austin
,Fortrea,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Sanofi",NCT03748134,,746.0,2018-12-24,2021-09-09,,,United States,Vancouver
,Fortrea,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Sanofi",NCT03748134,,746.0,2018-12-24,2021-09-09,,,Australia,East Albury
,Fortrea,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Sanofi",NCT03748134,,746.0,2018-12-24,2021-09-09,,,Australia,Woodville South
,Fortrea,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Sanofi",NCT03748134,,746.0,2018-12-24,2021-09-09,,,Australia,Heidelberg
,Fortrea,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Sanofi",NCT03748134,,746.0,2018-12-24,2021-09-09,,,Australia,Nedlands
,Fortrea,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Sanofi",NCT03748134,,746.0,2018-12-24,2021-09-09,,,Australia,Subiaco
,Fortrea,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Sanofi",NCT03748134,,746.0,2018-12-24,2021-09-09,,,Belgium,Gent
,Fortrea,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Sanofi",NCT03748134,,746.0,2018-12-24,2021-09-09,,,Belgium,Leuven
,Fortrea,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Sanofi",NCT03748134,,746.0,2018-12-24,2021-09-09,,,Belgium,Bruxelles
,Fortrea,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Sanofi",NCT03748134,,746.0,2018-12-24,2021-09-09,,,Belgium,Brussels
,Fortrea,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Sanofi",NCT03748134,,746.0,2018-12-24,2021-09-09,,,Belgium,Verviers
,Fortrea,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Sanofi",NCT03748134,,746.0,2018-12-24,2021-09-09,,,China,Beijing
,Fortrea,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Sanofi",NCT03748134,,746.0,2018-12-24,2021-09-09,,,France,Bettancourt La Ferree
,Fortrea,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Sanofi",NCT03748134,,746.0,2018-12-24,2021-09-09,,,France,Bordeaux
,Fortrea,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Sanofi",NCT03748134,,746.0,2018-12-24,2021-09-09,,,France,Caen
,Fortrea,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Sanofi",NCT03748134,,746.0,2018-12-24,2021-09-09,,,France,Clermont Ferrand
,Fortrea,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Sanofi",NCT03748134,,746.0,2018-12-24,2021-09-09,,,France,Clermont Ferrand
,Fortrea,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Sanofi",NCT03748134,,746.0,2018-12-24,2021-09-09,,,France,Dijon
,Fortrea,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Sanofi",NCT03748134,,746.0,2018-12-24,2021-09-09,,,France,Dijon
,Fortrea,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Sanofi",NCT03748134,,746.0,2018-12-24,2021-09-09,,,France,Lille
,Fortrea,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Sanofi",NCT03748134,,746.0,2018-12-24,2021-09-09,,,France,Marseille
,Fortrea,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Sanofi",NCT03748134,,746.0,2018-12-24,2021-09-09,,,France,Paris
,Fortrea,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Sanofi",NCT03748134,,746.0,2018-12-24,2021-09-09,,,France,Poitiers
,Fortrea,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Sanofi",NCT03748134,,746.0,2018-12-24,2021-09-09,,,France,Rouen
,Fortrea,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Sanofi",NCT03748134,,746.0,2018-12-24,2021-09-09,,,France,Vandœuvre-lès-Nancy
,Fortrea,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Sanofi",NCT03748134,,746.0,2018-12-24,2021-09-09,,,Hungary,Budapest
,Fortrea,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Sanofi",NCT03748134,,746.0,2018-12-24,2021-09-09,,,Hungary,Nyíregyháza
,Fortrea,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Sanofi",NCT03748134,,746.0,2018-12-24,2021-09-09,,,Spain,Santander
,Fortrea,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Sanofi",NCT03748134,,746.0,2018-12-24,2021-09-09,,,Spain,Barcelona
,Fortrea,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Sanofi",NCT03748134,,746.0,2018-12-24,2021-09-09,,,Spain,Barcelona
,Fortrea,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Sanofi",NCT03748134,,746.0,2018-12-24,2021-09-09,,,Spain,Fuenlabrada
,Fortrea,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Sanofi",NCT03748134,,746.0,2018-12-24,2021-09-09,,,Spain,Girona
,Fortrea,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Sanofi",NCT03748134,,746.0,2018-12-24,2021-09-09,,,Spain,Lleida
,Fortrea,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Sanofi",NCT03748134,,746.0,2018-12-24,2021-09-09,,,Spain,Madrid
,Fortrea,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Sanofi",NCT03748134,,746.0,2018-12-24,2021-09-09,,,Spain,Madrid
,Fortrea,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Sanofi",NCT03748134,,746.0,2018-12-24,2021-09-09,,,Spain,Madrid
,Fortrea,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Sanofi",NCT03748134,,746.0,2018-12-24,2021-09-09,,,Spain,Pamplona
,Fortrea,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Sanofi",NCT03748134,,746.0,2018-12-24,2021-09-09,,,Spain,Sabadell
,Fortrea,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Sanofi",NCT03748134,,746.0,2018-12-24,2021-09-09,,,Spain,Santiago De Compostela
,Fortrea,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Sanofi",NCT03748134,,746.0,2018-12-24,2021-09-09,,,Spain,Sevilla
,Fortrea,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Sanofi",NCT03748134,,746.0,2018-12-24,2021-09-09,,,Spain,Valencia
,Fortrea,,,,,,,,,,,ClinicalTrials,,Full-service,"Pfizer, Sanofi",NCT03748134,,746.0,2018-12-24,2021-09-09,,,Spain,Zaragoza
,Parexel,,,,,,,,,,,ClinicalTrials,,"Late-phase, full-service","GlaxoSmithKline, AstraZeneca",NCT05384262,,183.0,2022-05-18,2024-06-14,,,United States,Glendale
,Parexel,,,,,,,,,,,ClinicalTrials,,"Late-phase, full-service","GlaxoSmithKline, AstraZeneca",NCT05384262,,183.0,2022-05-18,2024-06-14,,,United States,Brooklyn
,Parexel,,,,,,,,,,,ClinicalTrials,,"Late-phase, full-service","GlaxoSmithKline, AstraZeneca",NCT05384262,,183.0,2022-05-18,2024-06-14,,,United Kingdom,Harrow
,Syneos Health,,,,,,,,,,,ClinicalTrials,,Full-service,"Eli Lilly, Johnson & Johnson",NCT04879368,,450.0,2021-06-01,,2025-06-01,,United States,Scottsdale
,Syneos Health,,,,,,,,,,,ClinicalTrials,,Full-service,"Eli Lilly, Johnson & Johnson",NCT04879368,,450.0,2021-06-01,,2025-06-01,,United States,Los Angeles
,Syneos Health,,,,,,,,,,,ClinicalTrials,,Full-service,"Eli Lilly, Johnson & Johnson",NCT04879368,,450.0,2021-06-01,,2025-06-01,,United States,Sioux City
,Syneos Health,,,,,,,,,,,ClinicalTrials,,Full-service,"Eli Lilly, Johnson & Johnson",NCT04879368,,450.0,2021-06-01,,2025-06-01,,United States,Edgewood
,Syneos Health,,,,,,,,,,,ClinicalTrials,,Full-service,"Eli Lilly, Johnson & Johnson",NCT04879368,,450.0,2021-06-01,,2025-06-01,,United States,Rapid City
,Syneos Health,,,,,,,,,,,ClinicalTrials,,Full-service,"Eli Lilly, Johnson & Johnson",NCT04879368,,450.0,2021-06-01,,2025-06-01,,United States,Seattle
,Syneos Health,,,,,,,,,,,ClinicalTrials,,Full-service,"Eli Lilly, Johnson & Johnson",NCT04879368,,450.0,2021-06-01,,2025-06-01,,Australia,Coffs Harbour
,Syneos Health,,,,,,,,,,,ClinicalTrials,,Full-service,"Eli Lilly, Johnson & Johnson",NCT04879368,,450.0,2021-06-01,,2025-06-01,,Australia,Concord
,Syneos Health,,,,,,,,,,,ClinicalTrials,,Full-service,"Eli Lilly, Johnson & Johnson",NCT04879368,,450.0,2021-06-01,,2025-06-01,,Australia,Darlinghurst
,Syneos Health,,,,,,,,,,,ClinicalTrials,,Full-service,"Eli Lilly, Johnson & Johnson",NCT04879368,,450.0,2021-06-01,,2025-06-01,,Australia,East Albury
,Syneos Health,,,,,,,,,,,ClinicalTrials,,Full-service,"Eli Lilly, Johnson & Johnson",NCT04879368,,450.0,2021-06-01,,2025-06-01,,Australia,Gosford
,Syneos Health,,,,,,,,,,,ClinicalTrials,,Full-service,"Eli Lilly, Johnson & Johnson",NCT04879368,,450.0,2021-06-01,,2025-06-01,,Australia,Kogarah
,Syneos Health,,,,,,,,,,,ClinicalTrials,,Full-service,"Eli Lilly, Johnson & Johnson",NCT04879368,,450.0,2021-06-01,,2025-06-01,,Australia,New Lambton Heights
,Syneos Health,,,,,,,,,,,ClinicalTrials,,Full-service,"Eli Lilly, Johnson & Johnson",NCT04879368,,450.0,2021-06-01,,2025-06-01,,Australia,Port Macquarie
,Syneos Health,,,,,,,,,,,ClinicalTrials,,Full-service,"Eli Lilly, Johnson & Johnson",NCT04879368,,450.0,2021-06-01,,2025-06-01,,Australia,Randwick
,Syneos Health,,,,,,,,,,,ClinicalTrials,,Full-service,"Eli Lilly, Johnson & Johnson",NCT04879368,,450.0,2021-06-01,,2025-06-01,,Australia,Sydney
,Syneos Health,,,,,,,,,,,ClinicalTrials,,Full-service,"Eli Lilly, Johnson & Johnson",NCT04879368,,450.0,2021-06-01,,2025-06-01,,Australia,Tweed Heads
,Syneos Health,,,,,,,,,,,ClinicalTrials,,Full-service,"Eli Lilly, Johnson & Johnson",NCT04879368,,450.0,2021-06-01,,2025-06-01,,Australia,Wendouree
,Syneos Health,,,,,,,,,,,ClinicalTrials,,Full-service,"Eli Lilly, Johnson & Johnson",NCT04879368,,450.0,2021-06-01,,2025-06-01,,Australia,Westmead
,Syneos Health,,,,,,,,,,,ClinicalTrials,,Full-service,"Eli Lilly, Johnson & Johnson",NCT04879368,,450.0,2021-06-01,,2025-06-01,,Australia,Tiwi
,Syneos Health,,,,,,,,,,,ClinicalTrials,,Full-service,"Eli Lilly, Johnson & Johnson",NCT04879368,,450.0,2021-06-01,,2025-06-01,,Australia,Douglas
,Syneos Health,,,,,,,,,,,ClinicalTrials,,Full-service,"Eli Lilly, Johnson & Johnson",NCT04879368,,450.0,2021-06-01,,2025-06-01,,Australia,Herston
,Syneos Health,,,,,,,,,,,ClinicalTrials,,Full-service,"Eli Lilly, Johnson & Johnson",NCT04879368,,450.0,2021-06-01,,2025-06-01,,Australia,Sunshine Coast
,Syneos Health,,,,,,,,,,,ClinicalTrials,,Full-service,"Eli Lilly, Johnson & Johnson",NCT04879368,,450.0,2021-06-01,,2025-06-01,,Australia,Adelaide
,Syneos Health,,,,,,,,,,,ClinicalTrials,,Full-service,"Eli Lilly, Johnson & Johnson",NCT04879368,,450.0,2021-06-01,,2025-06-01,,Australia,Bedford Park
,Syneos Health,,,,,,,,,,,ClinicalTrials,,Full-service,"Eli Lilly, Johnson & Johnson",NCT04879368,,450.0,2021-06-01,,2025-06-01,,Australia,Hobart
,Syneos Health,,,,,,,,,,,ClinicalTrials,,Full-service,"Eli Lilly, Johnson & Johnson",NCT04879368,,450.0,2021-06-01,,2025-06-01,,Australia,Clayton
,Syneos Health,,,,,,,,,,,ClinicalTrials,,Full-service,"Eli Lilly, Johnson & Johnson",NCT04879368,,450.0,2021-06-01,,2025-06-01,,Australia,Melbourne
,Syneos Health,,,,,,,,,,,ClinicalTrials,,Full-service,"Eli Lilly, Johnson & Johnson",NCT04879368,,450.0,2021-06-01,,2025-06-01,,Australia,Nedlands
,Syneos Health,,,,,,,,,,,ClinicalTrials,,Full-service,"Eli Lilly, Johnson & Johnson",NCT04879368,,450.0,2021-06-01,,2025-06-01,,Australia,Subiaco
,Syneos Health,,,,,,,,,,,ClinicalTrials,,Full-service,"Eli Lilly, Johnson & Johnson",NCT04879368,,450.0,2021-06-01,,2025-06-01,,Austria,Klagenfurt
,Syneos Health,,,,,,,,,,,ClinicalTrials,,Full-service,"Eli Lilly, Johnson & Johnson",NCT04879368,,450.0,2021-06-01,,2025-06-01,,Austria,Linz
,Syneos Health,,,,,,,,,,,ClinicalTrials,,Full-service,"Eli Lilly, Johnson & Johnson",NCT04879368,,450.0,2021-06-01,,2025-06-01,,Austria,Vienna
,Syneos Health,,,,,,,,,,,ClinicalTrials,,Full-service,"Eli Lilly, Johnson & Johnson",NCT04879368,,450.0,2021-06-01,,2025-06-01,,Austria,Wiener Neustadt
,Syneos Health,,,,,,,,,,,ClinicalTrials,,Full-service,"Eli Lilly, Johnson & Johnson",NCT04879368,,450.0,2021-06-01,,2025-06-01,,Germany,Gütersloh
,Syneos Health,,,,,,,,,,,ClinicalTrials,,Full-service,"Eli Lilly, Johnson & Johnson",NCT04879368,,450.0,2021-06-01,,2025-06-01,,Germany,Bad Saarow
,Syneos Health,,,,,,,,,,,ClinicalTrials,,Full-service,"Eli Lilly, Johnson & Johnson",NCT04879368,,450.0,2021-06-01,,2025-06-01,,Germany,Bayreuth
,Syneos Health,,,,,,,,,,,ClinicalTrials,,Full-service,"Eli Lilly, Johnson & Johnson",NCT04879368,,450.0,2021-06-01,,2025-06-01,,Germany,Berlin
,Syneos Health,,,,,,,,,,,ClinicalTrials,,Full-service,"Eli Lilly, Johnson & Johnson",NCT04879368,,450.0,2021-06-01,,2025-06-01,,Germany,Bonn
,Syneos Health,,,,,,,,,,,ClinicalTrials,,Full-service,"Eli Lilly, Johnson & Johnson",NCT04879368,,450.0,2021-06-01,,2025-06-01,,Germany,Essen
,Syneos Health,,,,,,,,,,,ClinicalTrials,,Full-service,"Eli Lilly, Johnson & Johnson",NCT04879368,,450.0,2021-06-01,,2025-06-01,,Germany,Frankfurt
,Syneos Health,,,,,,,,,,,ClinicalTrials,,Full-service,"Eli Lilly, Johnson & Johnson",NCT04879368,,450.0,2021-06-01,,2025-06-01,,Germany,Greifswald
,Syneos Health,,,,,,,,,,,ClinicalTrials,,Full-service,"Eli Lilly, Johnson & Johnson",NCT04879368,,450.0,2021-06-01,,2025-06-01,,Germany,Hamburg
,Syneos Health,,,,,,,,,,,ClinicalTrials,,Full-service,"Eli Lilly, Johnson & Johnson",NCT04879368,,450.0,2021-06-01,,2025-06-01,,Germany,Heidelberg
,Syneos Health,,,,,,,,,,,ClinicalTrials,,Full-service,"Eli Lilly, Johnson & Johnson",NCT04879368,,450.0,2021-06-01,,2025-06-01,,Germany,Jena
,Syneos Health,,,,,,,,,,,ClinicalTrials,,Full-service,"Eli Lilly, Johnson & Johnson",NCT04879368,,450.0,2021-06-01,,2025-06-01,,Germany,Koeln
,Syneos Health,,,,,,,,,,,ClinicalTrials,,Full-service,"Eli Lilly, Johnson & Johnson",NCT04879368,,450.0,2021-06-01,,2025-06-01,,Germany,Leipzig
,Syneos Health,,,,,,,,,,,ClinicalTrials,,Full-service,"Eli Lilly, Johnson & Johnson",NCT04879368,,450.0,2021-06-01,,2025-06-01,,Germany,Leverkusen
,Syneos Health,,,,,,,,,,,ClinicalTrials,,Full-service,"Eli Lilly, Johnson & Johnson",NCT04879368,,450.0,2021-06-01,,2025-06-01,,Germany,Ludwigsburg
,Syneos Health,,,,,,,,,,,ClinicalTrials,,Full-service,"Eli Lilly, Johnson & Johnson",NCT04879368,,450.0,2021-06-01,,2025-06-01,,Germany,Magdeburg
,Syneos Health,,,,,,,,,,,ClinicalTrials,,Full-service,"Eli Lilly, Johnson & Johnson",NCT04879368,,450.0,2021-06-01,,2025-06-01,,Germany,Mainz
,Syneos Health,,,,,,,,,,,ClinicalTrials,,Full-service,"Eli Lilly, Johnson & Johnson",NCT04879368,,450.0,2021-06-01,,2025-06-01,,Germany,Marburg
,Syneos Health,,,,,,,,,,,ClinicalTrials,,Full-service,"Eli Lilly, Johnson & Johnson",NCT04879368,,450.0,2021-06-01,,2025-06-01,,Germany,München
,Syneos Health,,,,,,,,,,,ClinicalTrials,,Full-service,"Eli Lilly, Johnson & Johnson",NCT04879368,,450.0,2021-06-01,,2025-06-01,,Germany,Ravensburg
,Syneos Health,,,,,,,,,,,ClinicalTrials,,Full-service,"Eli Lilly, Johnson & Johnson",NCT04879368,,450.0,2021-06-01,,2025-06-01,,Germany,Saarbrücken
,Syneos Health,,,,,,,,,,,ClinicalTrials,,Full-service,"Eli Lilly, Johnson & Johnson",NCT04879368,,450.0,2021-06-01,,2025-06-01,,Germany,Ulm
,Syneos Health,,,,,,,,,,,ClinicalTrials,,Full-service,"Eli Lilly, Johnson & Johnson",NCT04879368,,450.0,2021-06-01,,2025-06-01,,Italy,Napoli
,Syneos Health,,,,,,,,,,,ClinicalTrials,,Full-service,"Eli Lilly, Johnson & Johnson",NCT04879368,,450.0,2021-06-01,,2025-06-01,,Italy,Napoli
,Syneos Health,,,,,,,,,,,ClinicalTrials,,Full-service,"Eli Lilly, Johnson & Johnson",NCT04879368,,450.0,2021-06-01,,2025-06-01,,Italy,Reggio Emilia
,Syneos Health,,,,,,,,,,,ClinicalTrials,,Full-service,"Eli Lilly, Johnson & Johnson",NCT04879368,,450.0,2021-06-01,,2025-06-01,,Italy,Roma
,Syneos Health,,,,,,,,,,,ClinicalTrials,,Full-service,"Eli Lilly, Johnson & Johnson",NCT04879368,,450.0,2021-06-01,,2025-06-01,,Italy,Roma
,Syneos Health,,,,,,,,,,,ClinicalTrials,,Full-service,"Eli Lilly, Johnson & Johnson",NCT04879368,,450.0,2021-06-01,,2025-06-01,,Italy,San Giovanni Rotondo
,Syneos Health,,,,,,,,,,,ClinicalTrials,,Full-service,"Eli Lilly, Johnson & Johnson",NCT04879368,,450.0,2021-06-01,,2025-06-01,,Japan,Chiba
,Syneos Health,,,,,,,,,,,ClinicalTrials,,Full-service,"Eli Lilly, Johnson & Johnson",NCT04879368,,450.0,2021-06-01,,2025-06-01,,Japan,Sapporo
,Syneos Health,,,,,,,,,,,ClinicalTrials,,Full-service,"Eli Lilly, Johnson & Johnson",NCT04879368,,450.0,2021-06-01,,2025-06-01,,Japan,Fukuoka
,Syneos Health,,,,,,,,,,,ClinicalTrials,,Full-service,"Eli Lilly, Johnson & Johnson",NCT04879368,,450.0,2021-06-01,,2025-06-01,,Japan,Matsuyama
,Syneos Health,,,,,,,,,,,ClinicalTrials,,Full-service,"Eli Lilly, Johnson & Johnson",NCT04879368,,450.0,2021-06-01,,2025-06-01,,Japan,Saitama
